"state","region","division","region_code","region_name"
"GA","South","South Atlantic","C13311","White County, GA"
"GA","South","South Atlantic","C13313","Whitfield County, GA"
"GA","South","South Atlantic","C13315","Wilcox County, GA"
"GA","South","South Atlantic","C13317","Wilkes County, GA"
"GA","South","South Atlantic","C13319","Wilkinson County, GA"
"GA","South","South Atlantic","C13321","Worth County, GA"
"HI","West","Pacific","C15001","Hawaii County, HI"
"HI","West","Pacific","C15003","Honolulu County, HI"
"HI","West","Pacific","C15007","Kauai County, HI"
"HI","West","Pacific","C15009","Maui County, HI"
"ID","West","Mountain","C16001","Ada County, ID"
"ID","West","Mountain","C16003","Adams County, ID"
"ID","West","Mountain","C16005","Bannock County, ID"
"ID","West","Mountain","C16007","Bear Lake County, ID"
"ID","West","Mountain","C16009","Benewah County, ID"
"ID","West","Mountain","C16011","Bingham County, ID"
"ID","West","Mountain","C16013","Blaine County, ID"
"ID","West","Mountain","C16015","Boise County, ID"
"ID","West","Mountain","C16017","Bonner County, ID"
"ID","West","Mountain","C16019","Bonneville County, ID"
"ID","West","Mountain","C16021","Boundary County, ID"
"ID","West","Mountain","C16023","Butte County, ID"
"ID","West","Mountain","C16025","Camas County, ID"
"ID","West","Mountain","C16027","Canyon County, ID"
"ID","West","Mountain","C16029","Caribou County, ID"
"ID","West","Mountain","C16031","Cassia County, ID"
"ID","West","Mountain","C16033","Clark County, ID"
"ID","West","Mountain","C16035","Clearwater County, ID"
"ID","West","Mountain","C16037","Custer County, ID"
"ID","West","Mountain","C16039","Elmore County, ID"
"ID","West","Mountain","C16041","Franklin County, ID"
"ID","West","Mountain","C16043","Fremont County, ID"
"ID","West","Mountain","C16045","Gem County, ID"
"ID","West","Mountain","C16047","Gooding County, ID"
"ID","West","Mountain","C16049","Idaho County, ID"
"ID","West","Mountain","C16051","Jefferson County, ID"
"ID","West","Mountain","C16053","Jerome County, ID"
"ID","West","Mountain","C16055","Kootenai County, ID"
"ID","West","Mountain","C16057","Latah County, ID"
"ID","West","Mountain","C16059","Lemhi County, ID"
"ID","West","Mountain","C16061","Lewis County, ID"
"ID","West","Mountain","C16063","Lincoln County, ID"
"ID","West","Mountain","C16065","Madison County, ID"
"ID","West","Mountain","C16067","Minidoka County, ID"
"ID","West","Mountain","C16069","Nez Perce County, ID"
"ID","West","Mountain","C16071","Oneida County, ID"
"ID","West","Mountain","C16073","Owyhee County, ID"
"ID","West","Mountain","C16075","Payette County, ID"
"ID","West","Mountain","C16077","Power County, ID"
"ID","West","Mountain","C16079","Shoshone County, ID"
"ID","West","Mountain","C16081","Teton County, ID"
"ID","West","Mountain","C16083","Twin Falls County, ID"
"ID","West","Mountain","C16085","Valley County, ID"
"ID","West","Mountain","C16087","Washington County, ID"
"IL","North Central","East North Central","C17001","Adams County, IL"
"IL","North Central","East North Central","C17003","Alexander County, IL"
"IL","North Central","East North Central","C17005","Bond County, IL"
"IL","North Central","East North Central","C17007","Boone County, IL"
"IL","North Central","East North Central","C17009","Brown County, IL"
"IL","North Central","East North Central","C17011","Bureau County, IL"
"IL","North Central","East North Central","C17013","Calhoun County, IL"
"IL","North Central","East North Central","C17015","Carroll County, IL"
"IL","North Central","East North Central","C17017","Cass County, IL"
"IL","North Central","East North Central","C17019","Champaign County, IL"
"IL","North Central","East North Central","C17021","Christian County, IL"
"IL","North Central","East North Central","C17023","Clark County, IL"
"IL","North Central","East North Central","C17025","Clay County, IL"
"IL","North Central","East North Central","C17027","Clinton County, IL"
"IL","North Central","East North Central","C17029","Coles County, IL"
"IL","North Central","East North Central","C17031","Cook County, IL"
"IL","North Central","East North Central","C17033","Crawford County, IL"
"IL","North Central","East North Central","C17035","Cumberland County, IL"
"IL","North Central","East North Central","C17039","De Witt County, IL"
"IL","North Central","East North Central","C17037","DeKalb County, IL"
"IL","North Central","East North Central","C17041","Douglas County, IL"
"IL","North Central","East North Central","C17043","DuPage County, IL"
"IL","North Central","East North Central","C17045","Edgar County, IL"
"IL","North Central","East North Central","C17047","Edwards County, IL"
"IL","North Central","East North Central","C17049","Effingham County, IL"
"IL","North Central","East North Central","C17051","Fayette County, IL"
"IL","North Central","East North Central","C17053","Ford County, IL"
"IL","North Central","East North Central","C17055","Franklin County, IL"
"IL","North Central","East North Central","C17057","Fulton County, IL"
"IL","North Central","East North Central","C17059","Gallatin County, IL"
"IL","North Central","East North Central","C17061","Greene County, IL"
"IL","North Central","East North Central","C17063","Grundy County, IL"
"IL","North Central","East North Central","C17065","Hamilton County, IL"
"IL","North Central","East North Central","C17067","Hancock County, IL"
"IL","North Central","East North Central","C17069","Hardin County, IL"
"IL","North Central","East North Central","C17071","Henderson County, IL"
"IL","North Central","East North Central","C17073","Henry County, IL"
"IL","North Central","East North Central","C17075","Iroquois County, IL"
"IL","North Central","East North Central","C17077","Jackson County, IL"
"IL","North Central","East North Central","C17079","Jasper County, IL"
"IL","North Central","East North Central","C17081","Jefferson County, IL"
"IL","North Central","East North Central","C17083","Jersey County, IL"
"IL","North Central","East North Central","C17085","Jo Daviess County, IL"
"IL","North Central","East North Central","C17087","Johnson County, IL"
"IL","North Central","East North Central","C17089","Kane County, IL"
"IL","North Central","East North Central","C17091","Kankakee County, IL"
"IL","North Central","East North Central","C17093","Kendall County, IL"
"IL","North Central","East North Central","C17095","Knox County, IL"
"IL","North Central","East North Central","C17099","LaSalle County, IL"
"IL","North Central","East North Central","C17097","Lake County, IL"
"IL","North Central","East North Central","C17101","Lawrence County, IL"
"IL","North Central","East North Central","C17103","Lee County, IL"
"IL","North Central","East North Central","C17105","Livingston County, IL"
"IL","North Central","East North Central","C17107","Logan County, IL"
"IL","North Central","East North Central","C17115","Macon County, IL"
"IL","North Central","East North Central","C17117","Macoupin County, IL"
"IL","North Central","East North Central","C17119","Madison County, IL"
"IL","North Central","East North Central","C17121","Marion County, IL"
"IL","North Central","East North Central","C17123","Marshall County, IL"
"IL","North Central","East North Central","C17125","Mason County, IL"
"IL","North Central","East North Central","C17127","Massac County, IL"
"IL","North Central","East North Central","C17109","McDonough County, IL"
"IL","North Central","East North Central","C17111","McHenry County, IL"
"IL","North Central","East North Central","C17113","McLean County, IL"
"IL","North Central","East North Central","C17129","Menard County, IL"
"IL","North Central","East North Central","C17131","Mercer County, IL"
"IL","North Central","East North Central","C17133","Monroe County, IL"
"IL","North Central","East North Central","C17135","Montgomery County, IL"
"IL","North Central","East North Central","C17137","Morgan County, IL"
"IL","North Central","East North Central","C17139","Moultrie County, IL"
"IL","North Central","East North Central","C17141","Ogle County, IL"
"IL","North Central","East North Central","C17143","Peoria County, IL"
"IL","North Central","East North Central","C17145","Perry County, IL"
"IL","North Central","East North Central","C17147","Piatt County, IL"
"IL","North Central","East North Central","C17149","Pike County, IL"
"IL","North Central","East North Central","C17151","Pope County, IL"
"IL","North Central","East North Central","C17153","Pulaski County, IL"
"IL","North Central","East North Central","C17155","Putnam County, IL"
"IL","North Central","East North Central","C17157","Randolph County, IL"
"IL","North Central","East North Central","C17159","Richland County, IL"
"IL","North Central","East North Central","C17161","Rock Island County, IL"
"IL","North Central","East North Central","C17165","Saline County, IL"
"IL","North Central","East North Central","C17167","Sangamon County, IL"
"IL","North Central","East North Central","C17169","Schuyler County, IL"
"IL","North Central","East North Central","C17171","Scott County, IL"
"IL","North Central","East North Central","C17173","Shelby County, IL"
"IL","North Central","East North Central","C17163","St. Clair County, IL"
"IL","North Central","East North Central","C17175","Stark County, IL"
"IL","North Central","East North Central","C17177","Stephenson County, IL"
"IL","North Central","East North Central","C17179","Tazewell County, IL"
"IL","North Central","East North Central","C17181","Union County, IL"
"IL","North Central","East North Central","C17183","Vermilion County, IL"
"IL","North Central","East North Central","C17185","Wabash County, IL"
"IL","North Central","East North Central","C17187","Warren County, IL"
"IL","North Central","East North Central","C17189","Washington County, IL"
"IL","North Central","East North Central","C17191","Wayne County, IL"
"IL","North Central","East North Central","C17193","White County, IL"
"IL","North Central","East North Central","C17195","Whiteside County, IL"
"IL","North Central","East North Central","C17197","Will County, IL"
"IL","North Central","East North Central","C17199","Williamson County, IL"
"IL","North Central","East North Central","C17201","Winnebago County, IL"
"IL","North Central","East North Central","C17203","Woodford County, IL"
"IN","North Central","East North Central","C18001","Adams County, IN"
"IN","North Central","East North Central","C18003","Allen County, IN"
"IN","North Central","East North Central","C18005","Bartholomew County, IN"
"IN","North Central","East North Central","C18007","Benton County, IN"
"IN","North Central","East North Central","C18009","Blackford County, IN"
"IN","North Central","East North Central","C18011","Boone County, IN"
"IN","North Central","East North Central","C18013","Brown County, IN"
"IN","North Central","East North Central","C18015","Carroll County, IN"
"IN","North Central","East North Central","C18017","Cass County, IN"
"IN","North Central","East North Central","C18019","Clark County, IN"
"IN","North Central","East North Central","C18021","Clay County, IN"
"IN","North Central","East North Central","C18023","Clinton County, IN"
"IN","North Central","East North Central","C18025","Crawford County, IN"
"IN","North Central","East North Central","C18027","Daviess County, IN"
"IN","North Central","East North Central","C18033","DeKalb County, IN"
"IN","North Central","East North Central","C18029","Dearborn County, IN"
"IN","North Central","East North Central","C18031","Decatur County, IN"
"IN","North Central","East North Central","C18035","Delaware County, IN"
"IN","North Central","East North Central","C18037","Dubois County, IN"
"IN","North Central","East North Central","C18039","Elkhart County, IN"
"IN","North Central","East North Central","C18041","Fayette County, IN"
"IN","North Central","East North Central","C18043","Floyd County, IN"
"IN","North Central","East North Central","C18045","Fountain County, IN"
"IN","North Central","East North Central","C18047","Franklin County, IN"
"IN","North Central","East North Central","C18049","Fulton County, IN"
"IN","North Central","East North Central","C18051","Gibson County, IN"
"IN","North Central","East North Central","C18053","Grant County, IN"
"IN","North Central","East North Central","C18055","Greene County, IN"
"IN","North Central","East North Central","C18057","Hamilton County, IN"
"IN","North Central","East North Central","C18059","Hancock County, IN"
"IN","North Central","East North Central","C18061","Harrison County, IN"
"IN","North Central","East North Central","C18063","Hendricks County, IN"
"IN","North Central","East North Central","C18065","Henry County, IN"
"IN","North Central","East North Central","C18067","Howard County, IN"
"IN","North Central","East North Central","C18069","Huntington County, IN"
"IN","North Central","East North Central","C18071","Jackson County, IN"
"IN","North Central","East North Central","C18073","Jasper County, IN"
"IN","North Central","East North Central","C18075","Jay County, IN"
"IN","North Central","East North Central","C18077","Jefferson County, IN"
"IN","North Central","East North Central","C18079","Jennings County, IN"
"IN","North Central","East North Central","C18081","Johnson County, IN"
"IN","North Central","East North Central","C18083","Knox County, IN"
"IN","North Central","East North Central","C18085","Kosciusko County, IN"
"IN","North Central","East North Central","C18087","LaGrange County, IN"
"IN","North Central","East North Central","C18091","LaPorte County, IN"
"IN","North Central","East North Central","C18089","Lake County, IN"
"IN","North Central","East North Central","C18093","Lawrence County, IN"
"IN","North Central","East North Central","C18095","Madison County, IN"
